run,zp
380655,21.5
380661,21.5
380667,21.5
380670,21.5
380673,21.5
380682,21.5
380676,21.5
380679,21.5
380685,21.5
380688,21.5
380691,21.5
380694,21.5
380697,21.5
380700,21.5
380703,21.5
380706,21.5
380712,21.5
380724,21.5
380727,21.5
380730,21.5
380718,21.5
380721,21.5
380733,21.5
380736,21.5
380742,21.5
380748,21.5
380739,21.5
380745,21.5
380751,21.5
380754,21.5
380757,21.5
380760,21.5
380763,21.5
380766,21.5
380769,21.5
380772,21.5
380775,21.5
380778,21.5
380781,21.5
380787,21.5
380793,21.5
380796,21.5
380799,21.5
380808,21.5
380802,21.5
380805,21.5
380811,21.5
380814,21.5
380817,21.5
380820,21.5
380823,21.5
380826,21.5
380829,21.5
380832,21.5
380838,21.5
380850,21.5
380853,21.5
380856,21.5
380844,21.5
380847,21.5
380859,21.5
380862,21.5
380868,21.5
380874,21.5
380865,21.5
380871,21.5
380877,21.5
380880,21.5
380883,21.5
380886,21.5
380889,21.5
380892,21.5
380895,21.5
380898,21.5
380901,21.5
380904,21.5
380907,21.5
380913,21.5
380919,21.5
380922,21.5
380925,21.5
380934,21.5
380928,21.5
380931,21.5
380937,21.5
380940,21.5
380943,21.5
380946,21.5
380949,21.5
380952,21.5
380955,21.5
380958,21.5
380964,21.5
380976,21.5
380970,21.5
380973,21.5
381045,21.5
381048,21.5
381051,21.5
381054,21.5
381057,21.5
381060,21.5
381063,21.5
381069,21.5
381075,21.5
381078,21.5
381081,21.5
381090,21.5
381084,21.5
381087,21.5
381093,21.5
381096,21.5
381099,21.5
381102,21.5
381105,21.5
381108,21.5
381111,21.5
381114,21.5
381120,21.5
381132,21.5
381135,21.5
381138,21.5
381126,21.5
381129,21.5
381141,21.5
381144,21.5
381150,21.5
381156,21.5
381147,21.5
381153,21.5
381159,21.5
381162,21.5
381165,21.5
381168,21.5
381171,21.5
381174,21.5
381177,21.5
381180,21.5
381183,21.5
381186,21.5
381189,21.5
381195,21.5
381201,21.5
381204,21.5
381207,21.5
381216,21.5
381210,21.5
381213,21.5
381219,21.5
381222,21.5
381225,21.5
381228,21.5
381231,21.5
381234,21.5
381237,21.5
381240,21.5
381246,21.5
381258,21.5
381261,21.5
381264,21.5
381252,21.5
381255,21.5
381267,21.5
381270,21.5
381276,21.5
381282,21.5
381273,21.5
381279,21.5
381285,21.5
381288,21.5
381291,21.5
381294,21.5
381297,21.5
381300,21.5
381303,21.5
381306,21.5
381309,21.5
381312,21.5
381315,21.5
381321,21.5
381327,21.5
381330,21.5
381333,21.5
381342,21.5
381336,21.5
381339,21.5
381345,21.5
381348,21.5
381351,21.5
381354,21.5
381357,21.5
381360,21.5
381363,21.5
381366,21.5
381372,21.5
381384,21.5
381387,21.5
381390,21.5
381378,21.5
381381,21.5
381393,21.5
381461,21.5
381464,21.5
381467,21.5
381470,21.5
381473,21.5
381476,21.5
381482,21.5
381488,21.5
381491,21.5
381503,21.5
381494,21.5
381497,21.5
381500,21.5
381506,21.5
381509,21.5
381512,21.5
381521,21.5
381515,21.5
381518,21.5
381524,21.5
381527,21.5
381533,21.5
381536,21.5
381539,21.5
381554,21.5
381563,21.5
381569,21.5
381557,21.5
381560,21.5
381566,21.5
381572,21.5
381575,21.5
381584,21.5
381587,21.5
381578,21.5
381581,21.5
381590,21.5
381593,21.5
381596,21.5
381599,21.5
381602,21.5
381608,21.5
381615,21.5
381618,21.5
381630,21.5
381621,21.5
381624,21.5
381627,21.5
381633,21.5
381636,21.5
381639,21.5
381648,21.5
381642,21.5
381645,21.5
381651,21.5
381654,21.5
381660,21.5
381663,21.5
381666,21.5
381681,21.5
381690,21.5
381696,21.5
381684,21.5
381687,21.5
381693,21.5
381699,21.5
381702,21.5
381711,21.5
381714,21.5
381705,21.5
381708,21.5
381717,21.5
381720,21.5
381723,21.5
381726,21.5
381729,21.5
381735,21.5
381741,21.5
381744,21.5
381756,21.5
381747,21.5
381750,21.5
381753,21.5
381759,21.5
381762,21.5
381765,21.5
381774,21.5
381768,21.5
381771,21.5
381777,21.5
381780,21.5
381786,21.5
381789,21.5
381792,21.5
381807,21.5
378546,21.42
378549,21.42
378552,21.42
378555,21.42
378558,21.42
378561,21.42
378564,21.42
378567,21.42
378570,21.42
378573,21.42
378576,21.42
378582,21.42
378585,21.42
378588,21.42
378591,21.42
378594,21.42
378597,21.42
378600,21.42
378618,21.42
378621,21.42
378624,21.42
378627,21.42
378641,21.42
378644,21.42
378647,21.42
378650,21.42
378653,21.42
378656,21.42
378659,21.42
378662,21.42
378665,21.42
378668,21.42
378671,21.42
378674,21.42
378677,21.42
378680,21.42
378683,21.42
378686,21.42
378689,21.42
378692,21.42
378695,21.42
378701,21.42
378704,21.42
378707,21.42
378710,21.42
378713,21.42
378716,21.42
378719,21.42
378725,21.42
378728,21.42
378731,21.42
378734,21.42
378737,21.42
378740,21.42
378743,21.42
378746,21.42
378749,21.42
378752,21.42
378755,21.42
378758,21.42
378761,21.42
378764,21.42
378770,21.42
378780,21.42
378783,21.42
378786,21.42
378789,21.42
378792,21.42
378795,21.42
378798,21.42
378827,21.26
378830,21.26
378833,21.26
378836,21.26
378839,21.26
378842,21.26
378845,21.26
378848,21.26
378851,21.26
378854,21.26
378857,21.26
378860,21.26
378863,21.26
378866,21.26
378869,21.26
378872,21.26
378875,21.26
378878,21.26
378881,21.26
378884,21.26
378887,21.26
378890,21.26
378893,21.26
378896,21.26
378899,21.26
378902,21.26
378905,21.26
378908,21.26
378915,21.26
378918,21.26
378924,21.26
378927,21.26
378930,21.26
378934,21.26
378937,21.26
378940,21.26
378943,21.26
378949,21.26
378952,21.26
378955,21.26
378958,21.26
378961,21.26
378964,21.26
378967,21.26
378970,21.26
378973,21.26
378976,21.26
378979,21.26
378982,21.26
378985,21.26
378988,21.26
379032,21.5
379035,21.5
379038,21.5
379041,21.5
379044,21.5
379047,21.5
379050,21.5
379053,21.5
379056,21.5
379059,21.5
379062,21.5
379065,21.5
379068,21.5
379071,21.5
379074,21.5
379077,21.5
379080,21.5
379083,21.5
379086,21.5
379089,21.5
379092,21.5
379095,21.5
379098,21.5
379101,21.5
379104,21.5
379107,21.5
379110,21.5
379113,21.5
379119,21.5
379122,21.5
379125,21.5
379128,21.5
379131,21.5
379134,21.5
379137,21.5
379140,21.5
379143,21.5
379146,21.5
379149,21.5
379160,21.5
379163,21.5
379166,21.5
379169,21.5
379172,21.5
379175,21.5
379178,21.5
379181,21.5
379187,21.5
379190,21.5
379193,21.5
379197,21.5
379200,21.5
379203,21.5
379206,21.5
379209,21.5
379212,21.5
379215,21.5
379218,21.5
379221,21.5
379224,21.5
379227,21.5
379230,21.5
379233,21.5
379236,21.5
379239,21.5
379242,21.5
379245,21.5
379248,21.5
379251,21.5
379254,21.5
379257,21.5
379263,21.5
379266,21.5
379269,21.5
379272,21.5
379275,21.5
379278,21.5
379281,21.5
379284,21.5
379287,21.5
379290,21.5
379293,21.5
379296,21.5
379299,21.5
379302,21.5
379305,21.5
379308,21.5
379311,21.5
379314,21.5
379317,21.5
379320,21.5
379323,21.5
379329,21.5
379355,21.45
379358,21.45
379361,21.45
379364,21.45
379367,21.45
379370,21.45
379373,21.45
379376,21.45
379379,21.45
379382,21.45
379385,21.45
379388,21.45
379391,21.45
379394,21.45
379397,21.45
379400,21.45
379403,21.45
379409,21.45
379412,21.45
379415,21.45
379418,21.45
379421,21.45
379424,21.45
379427,21.45
379430,21.45
379433,21.45
379436,21.45
379439,21.45
379442,21.45
379445,21.45
379448,21.45
379451,21.45
379454,21.45
379457,21.45
379460,21.45
379470,21.45
379473,21.45
379476,21.45
379479,21.45
379485,21.45
379488,21.45
379493,21.45
379496,21.45
379499,21.45
379502,21.45
379505,21.45
379508,21.45
379511,21.45
379514,21.45
379517,21.45
379520,21.45
379523,21.45
379526,21.45
379532,21.45
379535,21.45
379538,21.45
379541,21.45
379544,21.45
379547,21.45
379550,21.45
379553,21.45
379556,21.45
379559,21.45
379562,21.45
379565,21.45
379628,21.5
379631,21.5
379634,21.5
379640,21.5
379643,21.5
379646,21.5
379649,21.5
379652,21.5
379655,21.5
379658,21.5
379661,21.5
379664,21.5
379667,21.5
379670,21.5
379673,21.5
379676,21.5
379679,21.5
379682,21.5
379685,21.5
379688,21.5
379691,21.5
379694,21.5
379697,21.5
379700,21.5
379707,21.5
379710,21.5
379713,21.5
379716,21.5
379719,21.5
379722,21.5
379725,21.5
379728,21.5
379731,21.5
379734,21.5
379737,21.5
379740,21.5
379743,21.5
379746,21.5
379749,21.5
379752,21.5
379755,21.5
379758,21.5
379761,21.5
379764,21.5
379767,21.5
379770,21.5
379773,21.5
379776,21.5
379782,21.5
379785,21.5
379788,21.5
379791,21.5
379794,21.5
379797,21.5
379800,21.5
379803,21.5
379806,21.5
379809,21.5
379812,21.5
379815,21.5
379818,21.5
379821,21.5
379824,21.5
379827,21.5
379830,21.5
379833,21.5
379836,21.5
379839,21.5
379843,21.5
379849,21.5
379852,21.5
379855,21.5
379858,21.5
379861,21.5
379864,21.5
379867,21.5
379870,21.5
379873,21.5
379876,21.5
379879,21.5
379883,21.5
379886,21.5
379889,21.5
379892,21.5
379895,21.5
379898,21.5
379901,21.5
379904,21.5
379907,21.5
379910,21.5
379916,21.5
379919,21.5
379922,21.5
379925,21.5
379928,21.5
379931,21.5
379934,21.5
379937,21.5
379940,21.5
379943,21.5
379946,21.5
379949,21.5
379952,21.5
379955,21.5
379958,21.5
379961,21.5
379964,21.5
379967,21.5
379970,21.5
379973,21.5
379976,21.5
379979,21.5
379982,21.5
379985,21.5
379991,21.5
379994,21.5
379997,21.5
380000,21.5
380003,21.5
380006,21.5
380009,21.5
380012,21.5
380074,21.46
380080,21.46
380124,21.46
380127,21.46
380149,21.46
380194,21.46
380197,21.46
380203,21.46
380209,21.46
380251,21.46
380254,21.46
380275,21.46
380320,21.46
380323,21.46
380329,21.46
380335,21.46
380377,21.46
380380,21.46
380401,21.46
380485,21.5
380491,21.5
380658,21.5
380664,21.5
380709,21.5
380715,21.5
380784,21.5
380790,21.5
380835,21.5
380841,21.5
380910,21.5
380916,21.5
380961,21.5
380967,21.5
381066,21.5
381072,21.5
381117,21.5
381123,21.5
381192,21.5
381198,21.5
381243,21.5
381249,21.5
381318,21.5
381324,21.5
381369,21.5
381375,21.5
381479,21.5
381485,21.5
381530,21.5
381542,21.5
381545,21.5
381548,21.5
381551,21.5
381605,21.5
381612,21.5
381657,21.5
381669,21.5
381672,21.5
381675,21.5
381678,21.5
381732,21.5
381738,21.5
381783,21.5
381795,21.5
381798,21.5
381801,21.5
381804,21.5
371393,21.38
371396,21.38
371399,21.38
371402,21.38
371405,21.38
371408,21.38
371417,21.38
371420,21.38
371423,21.38
371426,21.38
371432,21.38
371435,21.38
371438,21.38
371441,21.38
371444,21.38
371447,21.38
371450,21.38
371460,21.38
371463,21.38
371466,21.38
371469,21.38
371472,21.38
371475,21.38
371478,21.38
371481,21.38
371487,21.38
371490,21.38
371493,21.38
371496,21.38
371499,21.38
371502,21.38
371511,21.38
371514,21.38
371517,21.38
371523,21.38
371526,21.38
371529,21.38
371532,21.38
371535,21.38
371538,21.38
371541,21.38
371551,21.38
371554,21.38
371557,21.38
371560,21.38
371566,21.38
371569,21.38
371572,21.38
371575,21.38
371578,21.38
371581,21.38
371584,21.38
371593,21.38
371596,21.38
371599,21.38
371602,21.38
371605,21.38
371608,21.38
371611,21.38
371614,21.38
371620,21.38
371623,21.38
371626,21.38
371629,21.38
371632,21.38
371635,21.38
371638,21.38
371641,21.38
371644,21.38
371650,21.38
371653,21.38
371656,21.38
371659,21.38
371662,21.38
371665,21.38
371668,21.38
371678,21.38
371681,21.38
371684,21.38
371687,21.38
371693,21.38
371696,21.38
371699,21.38
371702,21.38
371705,21.38
371708,21.38
371711,21.38
371720,21.38
371723,21.38
371726,21.38
371729,21.38
371732,21.38
371735,21.38
371738,21.38
371741,21.38
371747,21.38
371750,21.38
371753,21.38
371756,21.38
371759,21.38
371762,21.38
371765,21.38
371766,21.38
371769,21.38
371815,21.14
371824,21.14
371821,21.14
371827,21.14
371830,21.14
371833,21.14
371836,21.14
371839,21.14
371842,21.14
371845,21.14
371848,21.14
371851,21.14
371854,21.14
371857,21.14
371866,21.14
371863,21.14
371869,21.14
371872,21.14
371875,21.14
371878,21.14
371881,21.14
371884,21.14
371890,21.14
371893,21.14
371896,21.14
371899,21.14
371902,21.14
371905,21.14
371908,21.14
371918,21.14
371921,21.14
371924,21.14
371927,21.14
371930,21.14
371933,21.14
371936,21.14
371939,21.14
371942,21.14
371953,21.14
371950,21.14
371956,21.14
371959,21.14
371962,21.14
371965,21.14
371968,21.14
371971,21.14
371974,21.14
371977,21.14
371980,21.14
371983,21.14
371986,21.14
371995,21.14
371992,21.14
371998,21.14
372001,21.14
372004,21.14
372007,21.14
372011,21.14
372014,21.14
372020,21.14
372023,21.14
372026,21.14
372029,21.14
372032,21.14
372035,21.14
372038,21.14
372047,21.14
372050,21.14
372053,21.14
372056,21.14
372059,21.14
372062,21.14
372065,21.14
372068,21.14
372071,21.14
372080,21.14
372077,21.14
372083,21.14
372086,21.14
372090,21.14
372093,21.14
372096,21.14
372099,21.14
372102,21.14
372105,21.14
372108,21.14
372111,21.14
372114,21.14
372120,21.14
372154,21.35
372157,21.35
372160,21.35
372163,21.35
372166,21.35
372172,21.35
372175,21.35
372178,21.35
372181,21.35
372184,21.35
372187,21.35
372190,21.35
372199,21.35
372202,21.35
372205,21.35
372208,21.35
372212,21.35
372215,21.35
372218,21.35
372221,21.35
372224,21.35
372233,21.35
372230,21.35
372236,21.35
372239,21.35
372244,21.35
372247,21.35
372250,21.35
372253,21.35
372256,21.35
372259,21.35
372262,21.35
372265,21.35
372268,21.35
372277,21.35
372274,21.35
372280,21.35
372283,21.35
372286,21.35
372289,21.35
372292,21.35
372295,21.35
372301,21.35
372304,21.35
372307,21.35
372310,21.35
372313,21.35
372316,21.35
372319,21.35
372328,21.35
372331,21.35
372334,21.35
372337,21.35
372340,21.35
372343,21.35
372347,21.35
372350,21.35
372353,21.35
372362,21.35
372359,21.35
372365,21.35
372368,21.35
372371,21.35
372374,21.35
372377,21.35
372380,21.35
372383,21.35
372386,21.35
372389,21.35
372392,21.35
372395,21.35
372404,21.35
372401,21.35
372407,21.35
372410,21.35
372413,21.35
372416,21.35
372419,21.35
372422,21.35
372428,21.35
372431,21.35
372434,21.35
372437,21.35
372440,21.35
372444,21.35
372447,21.35
372456,21.35
372459,21.35
372462,21.35
372465,21.35
372468,21.35
372471,21.35
372474,21.35
372477,21.35
372480,21.35
372486,21.35
372540,21.36
372543,21.36
372546,21.36
372549,21.36
372552,21.36
372555,21.36
372558,21.36
372561,21.36
372570,21.36
372567,21.36
372573,21.36
372576,21.36
372579,21.36
372582,21.36
372585,21.36
372588,21.36
372594,21.36
372597,21.36
372600,21.36
372603,21.36
372606,21.36
372609,21.36
372612,21.36
372621,21.36
372624,21.36
372627,21.36
372630,21.36
372633,21.36
372636,21.36
372639,21.36
372655,21.36
372652,21.36
372658,21.36
372661,21.36
372664,21.36
372667,21.36
372671,21.36
372674,21.36
372677,21.36
372680,21.36
372683,21.36
372687,21.36
372690,21.36
372699,21.36
372696,21.36
372702,21.36
372705,21.36
372708,21.36
372711,21.36
372714,21.36
372717,21.36
372725,21.36
372728,21.36
372731,21.36
372734,21.36
372737,21.36
372740,21.36
372743,21.36
372752,21.36
372755,21.36
372758,21.36
372761,21.36
372764,21.36
372767,21.36
372770,21.36
372773,21.36
372776,21.36
372785,21.36
372782,21.36
372788,21.36
372791,21.36
372794,21.36
372797,21.36
372803,21.36
372806,21.36
372809,21.36
372812,21.36
372815,21.36
372818,21.36
372828,21.36
372825,21.36
372832,21.36
372835,21.36
372838,21.36
372841,21.36
372844,21.36
372847,21.36
372853,21.36
372856,21.36
372859,21.36
372862,21.36
372866,21.36
372869,21.36
372872,21.36
372881,21.36
372885,21.36
372888,21.36
372891,21.36
372894,21.36
372897,21.36
372900,21.36
372903,21.36
372906,21.36
372916,21.36
372913,21.36
372919,21.36
372922,21.36
372925,21.36
372928,21.36
372931,21.36
372934,21.36
372937,21.36
372940,21.36
372944,21.36
372947,21.36
372950,21.36
372959,21.36
372956,21.36
373461,21.37
373467,21.37
373470,21.37
373473,21.37
373476,21.37
373479,21.37
373482,21.37
373485,21.37
373488,21.37
373497,21.37
373500,21.37
373503,21.37
373506,21.37
373512,21.37
373515,21.37
373519,21.37
373522,21.37
373525,21.37
373528,21.37
373531,21.37
373546,21.37
373549,21.37
373552,21.37
373555,21.37
373558,21.37
373561,21.37
373567,21.37
373571,21.37
373574,21.37
373577,21.37
373580,21.37
373583,21.37
373586,21.37
373589,21.37
373599,21.37
373602,21.37
373605,21.37
373608,21.37
373611,21.37
373614,21.37
373617,21.37
373626,21.37
373629,21.37
373007,21.37
373010,21.37
373013,21.37
373016,21.37
373020,21.37
373024,21.37
373028,21.37
373031,21.37
373038,21.37
373041,21.37
373044,21.37
373047,21.37
373050,21.37
373053,21.37
373057,21.37
373060,21.37
373067,21.37
373070,21.37
373074,21.37
373077,21.37
373083,21.37
373086,21.37
373089,21.37
373092,21.37
373095,21.37
373099,21.37
373102,21.37
373105,21.37
373108,21.37
373115,21.37
373118,21.37
373121,21.37
373124,21.37
373127,21.37
373130,21.37
373133,21.37
373142,21.37
373145,21.37
373148,21.37
373151,21.37
373154,21.37
373157,21.37
373160,21.37
373163,21.37
373169,21.37
373172,21.37
373175,21.37
373178,21.37
373181,21.37
