l,count,rmi,rmha
152,532033,1.06017313461899,0.459913017647644
153,527665,1.08398252738395,0.461535406887687
154,497140,1.12226527206395,0.464799343409713
155,471160,1.10640960276735,0.460475885201008
156,478247,1.05631376975663,0.437787028661284
157,477324,1.06044785243785,0.435236112586279
158,512149,0.988457268667897,0.428129714861503
159,542118,0.975150939395971,0.42782915726398
160,531500,0.962537887659262,0.426996730066161
161,566078,0.918871827353643,0.416411013029208
162,630500,0.898656833335798,0.414615994575082
163,630473,0.875706653892802,0.405578091138076
164,589218,0.859038670046005,0.403477726735132
165,635539,0.880413113633128,0.417531994679649
166,601904,0.902411526221478,0.41694887303965
167,572875,0.940195734939666,0.425147116079912
168,565775,0.974559567704023,0.43029933013191
169,576066,0.978928686829115,0.435173610970647
170,553003,0.992283696129749,0.434790259326266
171,516707,1.0097579540252,0.442619095052167
172,568952,1.01841940695815,0.454653313583657
173,554238,1.00110517092352,0.445965904554494
174,525084,0.988308204023988,0.441403970707995
175,542109,0.940218192206223,0.421176474977888
176,531279,0.949141208419834,0.42309892120441
177,491727,0.949398818107319,0.42144924420542
178,525419,0.912167377000303,0.409284882039514
179,475564,0.945157397739783,0.418508559131197
180,492691,0.932869977513506,0.416100791441985
181,529709,0.917714148858245,0.415090693189488
182,480027,0.932925722332767,0.425183037381669
183,471601,0.911538065034328,0.415533510828899
184,475805,0.946313274409136,0.418722453459398
185,452699,0.936209017777749,0.416818452490673
186,458823,0.94597842650575,0.424061223544955
187,504240,0.925027446348547,0.417022232870381
188,453534,0.971617579208651,0.422089504206112
189,567348,1.05681798366258,0.488485680424452
190,502263,1.02458506070384,0.444514436896484
191,437668,0.983742964976094,0.432640912548383
192,469363,0.951804008923714,0.421818273196375
193,475418,0.933224732962468,0.423877616851905
194,493586,0.931168352110783,0.42269184220491
195,519101,0.907785588676556,0.422211126322555
196,553157,0.908700124235188,0.422252057212807
197,608479,0.893066499501704,0.417745489842213
198,622650,0.877576357977744,0.41435380101013
199,574074,0.887409841222492,0.41382218845819
200,600306,0.840475765858779,0.406241236601986
201,589453,0.854136764549474,0.404478653881363
202,552519,0.854955814671697,0.403997151758468
203,585164,0.825248084847996,0.396475314311227
204,603740,0.841240464240855,0.396792891102653
205,502603,0.842833904807222,0.395354326275069
206,527351,0.855645738680441,0.409500476581815
207,528147,0.864442363022318,0.399443579099108
208,481719,0.869877304456652,0.393165115595568
209,481251,0.889857071163109,0.400159276372602
210,495188,0.878115877702939,0.401739674615093
211,564976,0.849197684697686,0.394484976065432
212,619151,0.852541088177822,0.393603566512004
213,628414,0.833964767062265,0.382936512328245
214,626586,0.840108799935985,0.385232763542098
215,555051,0.851319981534902,0.393600954875227
216,36185,0.897592238584245,0.39208418929509
